#ZVView-data-copy:  30-May-2023 22:21:15
#=======================================
#
#name:   47-AG-107(N,G)47-AG-108-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  4
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         33.1        1.655  # 1988,F.De Corte+         ## 23488044  #dY:5.0%   
         0.024            0          1.1        0.187  # 1951,V.Hummel+           ## 11010011  #dY:17.0%  
         0.024            0         0.93         0.18  # 1957,R.L.Macklin+        ## 11399029  #dY:19.4%  
         0.024            0         0.84         0.09  # 1965,A.K.Chaubey+        ## 30063003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
#
#name:   47-AG-107(N,G)47-AG-108,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  83
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
    0.00092309      5.37385 
    0.00092334      7.54877 
   0.000923432      8.29581 
   0.000923509      8.86937 
   0.000923573      9.29423 
    0.00092364       9.6713 
   0.000923697      9.93554 
    0.00092376      10.1586 
   0.000923817      10.2913 
   0.000923872      10.3555 
   0.000923901      10.3641 
   0.000923963      10.3226 
   0.000924021      10.2137 
   0.000924084      10.0161 
   0.000924135      9.80312 
   0.000924198      9.47392 
    0.00092426      9.09279 
   0.000924336      8.55509 
   0.000924428      7.83469 
   0.000924535      6.92356 
   0.000924702      5.47706 
   0.000924779       4.8321 
    0.00092485      4.26734 
   0.000924904      3.86768 
   0.000924958      3.49116 
   0.000925011      3.13944 
   0.000925061      2.83678 
   0.000925098      2.62458 
   0.000925135       2.4251 
   0.000925172      2.23825 
   0.000925209      2.06387 
   0.000925247      1.90167 
   0.000925284      1.75132 
   0.000925321      1.61243 
   0.000925358      1.48453 
   0.000925396      1.36713 
   0.000925431      1.26366 
   0.000925466      1.17074 
   0.000925501      1.08574 
   0.000925536      1.00819 
   0.000925571     0.937625 
   0.000925607     0.873565 
   0.000925642     0.815556 
   0.000925677     0.763151 
   0.000925712      0.71592 
   0.000925747     0.673447 
   0.000925782     0.635341 
   0.000925817     0.601221 
   0.000925852     0.570741 
   0.000925887     0.543567 
   0.000925922     0.519391 
   0.000925957     0.497926 
   0.000925992     0.478907 
   0.000926039     0.456933 
   0.000926086     0.438354 
   0.000926132     0.422705 
   0.000926184     0.408386 
    0.00092624     0.395699 
   0.000926296     0.385577 
   0.000926352     0.377587 
    0.00092643     0.369411 
   0.000926504     0.364052 
   0.000926578     0.360585 
   0.000926676     0.358255 
   0.000926738     0.357865 
   0.000926874     0.359253 
   0.000927022     0.363534 
    0.00092717     0.370093 
   0.000927318     0.378587 
   0.000927466     0.388834 
   0.000927663     0.405093 
   0.000927861     0.424304 
   0.000928047     0.445256 
   0.000928223     0.467632 
   0.000928398     0.492805 
   0.000928573     0.521059 
   0.000928749     0.552752 
   0.000928924     0.588329 
     0.0009291     0.628336 
   0.000929231     0.661648 
   0.000929363     0.698165 
   0.000929481     0.734099 
     0.0009296     0.773291 
   0.000929718     0.816134 
   0.000929837      0.86309 
   0.000929955     0.914703 
   0.000930074     0.971612 
   0.000930192      1.03459 
    0.00093031      1.10454 
   0.000930398      1.16151 
   0.000930486      1.22346 
   0.000930574      1.29102 
   0.000930661      1.36492 
   0.000930749      1.44605 
   0.000930837      1.53545 
   0.000930924      1.63438 
   0.000931012      1.74434 
   0.000931091      1.85427 
    0.00093117      1.97626 
   0.000931249      2.11225 
   0.000931308      2.22482 
   0.000931367      2.34775 
   0.000931427      2.48237 
   0.000931486       2.6302 
   0.000931545      2.79303 
   0.000931604      2.97286 
   0.000931644      3.10331 
   0.000931705      3.32508 
   0.000931767      3.57262 
   0.000931813      3.77735 
   0.000931859      4.00025 
   0.000931905      4.24319 
   0.000931951      4.50812 
   0.000931997      4.79721 
   0.000932043      5.11274 
   0.000932089      5.45714 
   0.000932135      5.83301 
   0.000932182      6.25533 
    0.00093223       6.7169 
   0.000932277      7.22093 
   0.000932324      7.77066 
   0.000932372      8.36941 
   0.000932419      9.02045 
   0.000932467      9.72701 
   0.000932514      10.4921 
   0.000932554      11.1923 
   0.000932595      11.9387 
   0.000932655      13.1481 
   0.000932716      14.4685 
   0.000932776      15.9024 
   0.000932837      17.4502 
   0.000932889      18.8877 
    0.00093296      20.9323 
    0.00093303      23.1135 
   0.000933117      26.0082 
    0.00093323      29.9211 
    0.00093344      37.4606 
   0.000933539      40.8245 
   0.000933616      43.2851 
   0.000933693      45.5177 
    0.00093377      47.4632 
   0.000933847      49.0678 
   0.000933913      50.1316 
   0.000933979      50.8915 
   0.000934042      51.3197 
     0.0009341      51.4454 
   0.000934163      51.2889 
   0.000934224      50.8543 
   0.000934284      50.1492 
   0.000934346       49.171 
   0.000934409      47.9076 
   0.000934472      46.4076 
   0.000934535      44.6993 
   0.000934619      42.1514 
   0.000934711      39.1269 
   0.000934858      33.9133 
   0.000935026      27.9067 
   0.000935114      24.9161 
   0.000935177      22.8622 
    0.00093524      20.9082 
   0.000935304      19.0649 
   0.000935355      17.6423 
   0.000935416      16.0826 
   0.000935476      14.6367 
   0.000935537      13.3043 
   0.000935597       12.083 
   0.000935638      11.3289 
   0.000935683      10.5322 
   0.000935734       9.7108 
   0.000935785      8.95673 
   0.000935836      8.26622 
   0.000935887      7.63528 
   0.000935938      7.05984 
   0.000935989      6.53584 
    0.00093604      6.05927 
    0.00093608      5.70882 
   0.000936126      5.34437 
   0.000936172      5.01044 
   0.000936218      4.70453 
   0.000936265      4.42424 
   0.000936311      4.16734 
   0.000936357      3.93172 
   0.000936403       3.7155 
   0.000936433      3.58123 
   0.000936495      3.33422 
   0.000936556      3.11296 
   0.000936615      2.92103 
   0.000936675       2.7476 
   0.000936734      2.59047 
   0.000936793      2.44771 
   0.000936852      2.31765 
   0.000936911      2.19882 
    0.00093699      2.05566 
   0.000937069      1.92763 
   0.000937148      1.81261 
   0.000937232      1.70334 
   0.000937319      1.59992 
   0.000937407      1.50677 
   0.000937495      1.42251 
   0.000937583      1.34598 
    0.00093767      1.27625 
   0.000937758      1.21249 
   0.000937846      1.15403 
    0.00093796      1.08501 
   0.000938065      1.02745 
    0.00093817     0.975073 
   0.000938311     0.912274 
   0.000938451     0.856464 
   0.000938591     0.806689 
   0.000938732     0.762163 
   0.000938872     0.722236 
   0.000939013     0.686368 
   0.000939177     0.648893 
   0.000939341     0.615765 
   0.000939506     0.586488 
    0.00093967     0.560656 
   0.000939835     0.537935 
   0.000939999     0.518058 
   0.000940164     0.500807 
   0.000940328     0.486016 
   0.000940493      0.47356 
   0.000940657     0.463356 
   0.000940846     0.454352 
   0.000941005     0.449043 
   0.000941164     0.445844 
   0.000941323      0.44484 
   0.000941473      0.44602 
   0.000941613     0.449133 
   0.000941752     0.454375 
   0.000941892     0.461982 
   0.000942032      0.47227 
   0.000942172     0.485653 
   0.000942277     0.498049 
   0.000942382     0.512803 
   0.000942486     0.530311 
   0.000942566     0.545679 
   0.000942654     0.565421 
   0.000942743      0.58837 
   0.000942831       0.6152 
   0.000942898     0.638396 
   0.000942964     0.664755 
   0.000943031     0.694878 
   0.000943097     0.729514 
   0.000943164     0.769599 
   0.000943208     0.799912 
   0.000943251     0.832331 
   0.000943292     0.866918 
   0.000943333     0.905224 
   0.000943374     0.947744 
   0.000943415     0.995035 
   0.000943456      1.04773 
   0.000943498      1.10653 
   0.000943539      1.17225 
    0.00094358      1.24576 
   0.000943621      1.32806 
   0.000943662      1.42026 
   0.000943704      1.52355 
   0.000943734      1.60911 
   0.000943765      1.70226 
   0.000943796      1.80366 
   0.000943827      1.91399 
   0.000943858      2.03399 
   0.000943889       2.1644 
   0.000943916      2.28844 
   0.000943943      2.42175 
   0.000943971      2.56492 
   0.000943998      2.71858 
   0.000944025      2.88335 
   0.000944052      3.05989 
   0.000944079      3.24887 
   0.000944106      3.45096 
   0.000944134      3.66686 
   0.000944174      4.01809 
   0.000944215      4.40428 
   0.000944256      4.82777 
   0.000944297       5.2908 
   0.000944324      5.62254 
   0.000944363      6.13946 
   0.000944403      6.69867 
   0.000944443      7.30173 
   0.000944482      7.94994 
   0.000944522      8.64437 
   0.000944561       9.3857 
   0.000944601      10.1743 
   0.000944655      11.3354 
     0.0009447      12.3505 
   0.000944759      13.7915 
   0.000944818      15.3262 
   0.000944877      16.9445 
    0.00094497      19.5963 
   0.000945215      26.9318 
   0.000945306      29.5056 
   0.000945384       31.524 
   0.000945452      33.1108 
   0.000945515      34.3794 
   0.000945579      35.4307 
   0.000945631      36.1232 
   0.000945684      36.6368 
   0.000945745      36.9954 
   0.000945799      37.0998 
   0.000945846      37.0225 
   0.000945905      36.7055 
   0.000945969      36.1048 
   0.000946032       35.247 
   0.000946101      34.0508 
   0.000946161       32.786 
   0.000946232      31.0899 
   0.000946315      28.8808 
   0.000946414      26.0293 
   0.000946624      19.7381 
   0.000946696      17.6346 
   0.000946775      15.4493 
   0.000946841      13.7388 
   0.000946897      12.3753 
   0.000946947      11.2462 
   0.000946996      10.1892 
   0.000947045      9.20569 
   0.000947095      8.29576 
   0.000947128      7.72963 
   0.000947165      7.13079 
   0.000947206      6.51157 
   0.000947247      5.93945 
   0.000947288      5.41262 
   0.000947319      5.04599 
    0.00094735      4.70277 
   0.000947381      4.38201 
   0.000947412      4.08271 
   0.000947443      3.80387 
   0.000947474      3.54449 
   0.000947501       3.3315 
   0.000947528      3.13209 
   0.000947555      2.94557 
   0.000947583      2.77129 
    0.00094761      2.60855 
   0.000947637      2.45674 
   0.000947664      2.31522 
   0.000947691      2.18339 
   0.000947718      2.06064 
   0.000947746      1.94643 
   0.000947773       1.8402 
     0.0009478      1.74143 
   0.000947841      1.60621 
   0.000947882       1.4851 
   0.000947909      1.41149 
   0.000947946      1.31945 
   0.000947983      1.23618 
    0.00094802      1.16082 
   0.000948057      1.09256 
   0.000948094      1.03069 
   0.000948131     0.974545 
   0.000948168     0.923524 
   0.000948205     0.877094 
   0.000948242     0.834764 
   0.000948279     0.796104 
   0.000948335     0.744149 
   0.000948391     0.698435 
   0.000948446        0.658 
   0.000948502     0.622038 
    0.00094857     0.583183 
   0.000948638     0.549003 
   0.000948706     0.518695 
   0.000948774     0.491616 
   0.000948842     0.467251 
    0.00094891     0.445189 
      0.000949     0.418789 
   0.000949091     0.395277 
   0.000949181     0.374177 
   0.000949293     0.351041 
   0.000949391     0.332629 
    0.00094949      0.31594 
   0.000949622     0.295973 
   0.000949754     0.278221 
   0.000949886      0.26234 
   0.000950017     0.248054 
   0.000950149     0.235141 
   0.000950281     0.223419 
   0.000950446     0.210211 
   0.000950611     0.198384 
   0.000950775     0.187739 
    0.00095094     0.178114 
   0.000951105     0.169375 
    0.00095127     0.161409 
   0.000951517     0.150708 
   0.000951731     0.142467 
   0.000951863     0.137809 
   0.000952126     0.129313 
    0.00095239     0.121764 
   0.000952653     0.115017 
   0.000952917     0.108954 
   0.000953181     0.103482 
   0.000953444    0.0985202 
   0.000953708    0.0940043 
   0.000954037    0.0889031 
   0.000954367    0.0843238 
   0.000954696    0.0801935 
   0.000955026    0.0764527 
   0.000955355    0.0730518 
   0.000955849    0.0684997 
   0.000956344    0.0645072 
   0.000956788     0.061315 
   0.000957233    0.0584456 
    0.00095753    0.0566905 
   0.000958123    0.0535134 
   0.000958716     0.050724 
   0.000959309    0.0482656 
   0.000959902    0.0460922 
   0.000960495    0.0441665 
   0.000961088    0.0424582 
   0.000961697    0.0409049 
   0.000962306    0.0395323 
   0.000963219    0.0377736 
   0.000964132    0.0363347 
   0.000965045    0.0351815 
   0.000965958    0.0342838 
   0.000966699    0.0337318 
   0.000967439    0.0333324 
    0.00096818    0.0330831 
   0.000968921    0.0329841 
   0.000969893    0.0330877 
   0.000970865    0.0334711 
   0.000971513    0.0338943 
   0.000972161    0.0344636 
   0.000972809    0.0351923 
   0.000973457    0.0360958 
   0.000974105    0.0371936 
     0.0009748    0.0386197 
   0.000975494     0.040349 
   0.000975957     0.041695 
    0.00097642    0.0432166 
   0.000976883    0.0449363 
   0.000977346    0.0468809 
   0.000977809    0.0490826 
   0.000978225    0.0513157 
   0.000978642    0.0538219 
   0.000979059    0.0566414 
   0.000979475    0.0598223 
   0.000979892    0.0634222 
   0.000980204    0.0664384 
   0.000980517    0.0697641 
   0.000980829    0.0734406 
   0.000981142    0.0775174 
   0.000981489    0.0825893 
   0.000981836    0.0883269 
   0.000982068    0.0925795 
   0.000982299    0.0972216 
    0.00098253     0.102301 
   0.000982762     0.107874 
   0.000982993     0.114004 
   0.000983202     0.120061 
    0.00098341     0.126697 
   0.000983618     0.133987 
   0.000983827      0.14202 
   0.000984035       0.1509 
   0.000984243     0.160752 
   0.000984452     0.171723 
    0.00098466     0.183992 
    0.00098481     0.193779 
   0.000984961      0.20445 
   0.000985111     0.216119 
   0.000985262     0.228915 
   0.000985412     0.242993 
   0.000985563     0.258536 
   0.000985713      0.27576 
   0.000985864     0.294925 
    0.00098602      0.31722 
   0.000986124     0.333645 
   0.000986228     0.351495 
   0.000986332     0.370947 
   0.000986436     0.392211 
    0.00098654     0.415536 
   0.000986645     0.441216 
   0.000986743     0.467955 
   0.000986836     0.495659 
   0.000986928     0.526204 
   0.000987021     0.560044 
   0.000987113     0.597749 
   0.000987183     0.628985 
   0.000987252     0.663163 
   0.000987322     0.700729 
   0.000987391     0.742226 
   0.000987437     0.772396 
   0.000987507     0.821989 
   0.000987576     0.877624 
   0.000987628     0.923993 
    0.00098768     0.974967 
   0.000987732      1.03122 
   0.000987785      1.09352 
   0.000987837      1.16278 
   0.000987889      1.24003 
   0.000987941      1.32649 
   0.000987993      1.42354 
   0.000988038      1.51744 
   0.000988083      1.62166 
   0.000988128      1.73749 
   0.000988173      1.86639 
   0.000988218      2.00996 
   0.000988264      2.16996 
   0.000988309      2.34833 
   0.000988354      2.54715 
   0.000988384      2.69219 
   0.000988414      2.84804 
   0.000988444      3.01546 
   0.000988486      3.26782 
   0.000988521      3.49775 
   0.000988555      3.74692 
    0.00098859      4.01668 
   0.000988625       4.3084 
   0.000988659      4.62349 
   0.000988694      4.96341 
   0.000988729      5.32955 
   0.000988764      5.72336 
   0.000988798      6.14623 
   0.000988833      6.59956 
   0.000988863      7.01809 
     0.0009889      7.56718 
   0.000988937      8.15507 
   0.000988974      8.78304 
   0.000989011       9.4522 
   0.000989048      10.1635 
   0.000989085      10.9175 
   0.000989141      12.1296 
   0.000989189      13.2701 
